 	Source Node    	Target Node    	Interaction Source	Interaction Type	PubMed	Mechanism	Edge Color	
 	HSS00181268    	SRD5A3         	                  	Directed        	      	         	          	
 	HSS00181268    	BC005066       	                  	Directed        	      	         	          	
 	HSS00181268    	AGA            	                  	Directed        	      	         	          	
 	ALDH1L1        	CABLES1        	                  	Directed        	      	         	          	
 	ALDH1L1        	TMPRSS3        	                  	Directed        	      	         	          	
 	TCP11L2        	C1orf38        	                  	Directed        	      	         	          	
 	TCP11L2        	UNC5C          	                  	Directed        	      	         	          	
 	TCP11L2        	440918         	                  	Directed        	      	         	          	
 	MAB21L1        	COL11A1        	                  	Directed        	      	         	          	
 	253962         	400553         	                  	Directed        	      	         	          	
 	MDGA2          	AK021972       	                  	Directed        	      	         	          	
 	MDGA2          	PPP3R1         	                  	Directed        	      	         	          	
 	TSPAN18        	TMEM16G        	                  	Directed        	      	         	          	
 	TSPAN18        	IKZF5          	                  	Directed        	      	         	          	
 	TSPAN18        	HSG00456158    	                  	Directed        	      	         	          	
 	TSPAN18        	SPIRE1         	                  	Directed        	      	         	          	
 	SLC25A4        	UBE2T          	                  	Directed        	      	         	          	
 	SLC25A4        	hCT24071.2     	                  	Directed        	      	         	          	
 	PDE4C          	PDE4C          	                  	Directed        	      	         	          	
 	Contig57230_RC 	UBE2V2         	                  	Directed        	      	         	          	
 	Contig57230_RC 	PRKAR2B        	                  	Directed        	      	         	          	
 	Contig57230_RC 	DYNLT3         	                  	Directed        	      	         	          	
 	Contig57230_RC 	Contig23423_RC 	                  	Directed        	      	         	          	
 	HNMT           	ANGPTL1        	                  	Directed        	      	         	          	
 	AK056610       	XM_060467      	                  	Directed        	      	         	          	
 	AK056610       	OGFOD2         	                  	Directed        	      	         	          	
 	AK056610       	XM_172222      	                  	Directed        	      	         	          	
 	LRRC4          	TMEM151B       	                  	Directed        	      	         	          	
 	LRRC4          	HSS00164397    	                  	Directed        	      	         	          	
 	BAI3           	KIAA0319       	                  	Directed        	      	         	          	
 	BAI3           	CNTN1          	                  	Directed        	      	         	          	
 	BAI3           	PBX1           	                  	Directed        	      	         	          	
 	ZNF721         	Contig33003_RC 	                  	Directed        	      	         	          	
 	FBXL19         	SFRS16         	                  	Directed        	      	         	          	
 	FBXL19         	C1orf70        	                  	Directed        	      	         	          	
 	FAM84B         	PIM3           	                  	Directed        	      	         	          	
 	PRKACB         	DLG2           	                  	Directed        	      	         	          	
 	ISG15          	MX1            	                  	Directed        	      	         	          	
 	FAM84A         	Contig47885_RC 	                  	Directed        	      	         	          	
 	FAM84A         	ANP32B         	                  	Directed        	      	         	          	
 	AK022033       	HSS00094685    	                  	Directed        	      	         	          	
 	AK022033       	AK021493       	                  	Directed        	      	         	          	
 	AK022033       	AK022043       	                  	Directed        	      	         	          	
 	BC035064       	BC040181       	                  	Directed        	      	         	          	
 	AL049357       	BC006563       	                  	Directed        	      	         	          	
 	AL049357       	Contig6383_RC  	                  	Directed        	      	         	          	
 	HSS00049192    	644961         	                  	Directed        	      	         	          	
 	HSS00049192    	HECTD2         	                  	Directed        	      	         	          	
 	HSS00049192    	FOXO4          	                  	Directed        	      	         	          	
 	HSS00049192    	AK021746       	                  	Directed        	      	         	          	
 	AF075003       	400046         	                  	Directed        	      	         	          	
 	PDIA4          	SLC9A9         	                  	Directed        	      	         	          	
 	NUDT4P1        	NUDT4          	                  	Directed        	      	         	          	
 	TUSC3          	B3GALNT1       	                  	Directed        	      	         	          	
 	CNTN1          	RCN2           	                  	Directed        	      	         	          	
 	CNTN1          	Contig16181_RC 	                  	Directed        	      	         	          	
 	BEX1           	hCT1958566.1   	                  	Directed        	      	         	          	
 	BEX1           	CDH13          	                  	Directed        	      	         	          	
 	BEX1           	SERPINI1       	                  	Directed        	      	         	          	
 	BEX1           	NEFM           	                  	Directed        	      	         	          	
 	BEX1           	C1orf102       	                  	Directed        	      	         	          	
 	BEX1           	SCG5           	                  	Directed        	      	         	          	
 	BEX1           	KCTD1          	                  	Directed        	      	         	          	
 	HYAL2          	158376         	                  	Directed        	      	         	          	
 	CDR1           	HSG00419942    	                  	Directed        	      	         	          	
 	SUCLG2         	VAMP3          	                  	Directed        	      	         	          	
 	SUCLG2         	NCAN           	                  	Directed        	      	         	          	
 	TMBIM1         	LGALS3         	                  	Directed        	      	         	          	
 	TMBIM1         	TRAF3IP2       	                  	Directed        	      	         	          	
 	TMBIM1         	CNN3           	                  	Directed        	      	         	          	
 	HSG00518988    	285908         	                  	Directed        	      	         	          	
 	HSG00518988    	COMMD7         	                  	Directed        	      	         	          	
 	HSG00518988    	hCT1832813.1   	                  	Directed        	      	         	          	
 	HSG00518988    	hCT2343512     	                  	Directed        	      	         	          	
 	TNFRSF25       	CARD9          	                  	Directed        	      	         	          	
 	TNFRSF25       	PDE4C          	                  	Directed        	      	         	          	
 	CHORDC1        	CCDC117        	                  	Directed        	      	         	          	
 	CHORDC1        	HSS00126613    	                  	Directed        	      	         	          	
 	CHORDC1        	hCT1640857.2   	                  	Directed        	      	         	          	
 	CHORDC1        	HSP90AA2       	                  	Directed        	      	         	          	
 	CHORDC1        	SPG20          	                  	Directed        	      	         	          	
 	NOL4           	GPR22          	                  	Directed        	      	         	          	
 	PCAF           	HSG00508093    	                  	Directed        	      	         	          	
 	Contig10575_RC 	LYG1           	                  	Directed        	      	         	          	
 	Contig10575_RC 	AF116656       	                  	Directed        	      	         	          	
 	Contig10575_RC 	BC020911       	                  	Directed        	      	         	          	
 	RP5-1022P6.2   	NANOGP1        	                  	Directed        	      	         	          	
 	RP5-1022P6.2   	PLA2G7         	                  	Directed        	      	         	          	
 	GIMAP5         	TNFRSF10A      	                  	Directed        	      	         	          	
 	GLS            	RAB3C          	                  	Directed        	      	         	          	
 	GLS            	BSN            	                  	Directed        	      	         	          	
 	GLS            	AL137310       	                  	Directed        	      	         	          	
 	GLS            	XM_117397      	                  	Directed        	      	         	          	
 	SEDLP          	MRPS30         	                  	Directed        	      	         	          	
 	SEDLP          	XM_067014      	                  	Directed        	      	         	          	
 	ME3            	CHCHD6         	                  	Directed        	      	         	          	
 	VDAC1          	PDHX           	                  	Directed        	      	         	          	
 	VDAC1          	SKAP2          	                  	Directed        	      	         	          	
 	VDAC1          	E2F3           	                  	Directed        	      	         	          	
 	VDAC1          	440043         	                  	Directed        	      	         	          	
 	VDAC1          	KPNA2          	                  	Directed        	      	         	          	
 	VDAC1          	YARS           	                  	Directed        	      	         	          	
 	VDAC1          	MORF4L2        	                  	Directed        	      	         	          	
 	VDAC1          	POU2F1         	                  	Directed        	      	         	          	
 	CYP4F2         	Contig6212_RC  	                  	Directed        	      	         	          	
 	AK021634       	Contig37072_RC 	                  	Directed        	      	         	          	
 	KIF1C          	AF087974       	                  	Directed        	      	         	          	
 	DNAJB14        	AF085861       	                  	Directed        	      	         	          	
 	DNAJB14        	BC030101       	                  	Directed        	      	         	          	
 	DNAJB14        	Contig11275_RC 	                  	Directed        	      	         	          	
 	CCL4           	CCL8           	                  	Directed        	      	         	          	
 	CCL4           	IL1RN          	                  	Directed        	      	         	          	
 	CCL4           	CCL3L3         	                  	Directed        	      	         	          	
 	CCL4           	CCL3           	                  	Directed        	      	         	          	
 	ST18           	hCT1970992.1   	                  	Directed        	      	         	          	
 	ST18           	SHC4           	                  	Directed        	      	         	          	
 	ACVRL1         	HYAL1          	                  	Directed        	      	         	          	
 	ACVRL1         	ENG            	                  	Directed        	      	         	          	
 	IDH3A          	ANK2           	                  	Directed        	      	         	          	
 	CHML           	GPR146         	                  	Directed        	      	         	          	
 	CHML           	hCT2299530     	                  	Directed        	      	         	          	
 	SLC8A2         	TRIM17         	                  	Directed        	      	         	          	
 	SLC8A2         	JPH4           	                  	Directed        	      	         	          	
 	TLCD1          	TNFSF12-TNFSF13	                  	Directed        	      	         	          	
 	TMEM163        	C1QTNF4        	                  	Directed        	      	         	          	
 	XM_210438      	AF069136       	                  	Directed        	      	         	          	
 	MEGF11         	SMOC1          	                  	Directed        	      	         	          	
 	CHM            	HIGD1A         	                  	Directed        	      	         	          	
 	CHM            	TRIM23         	                  	Directed        	      	         	          	
 	CHM            	OXCT1          	                  	Directed        	      	         	          	
 	CHM            	RASA1          	                  	Directed        	      	         	          	
 	CHM            	MTX2           	                  	Directed        	      	         	          	
 	XM_091633      	S1PR2          	                  	Directed        	      	         	          	
 	XM_091633      	XM_065454      	                  	Directed        	      	         	          	
 	CACNB4         	HSS00040851    	                  	Directed        	      	         	          	
 	CACNB4         	Contig14671_RC 	                  	Directed        	      	         	          	
 	CACNB4         	HSS00204391    	                  	Directed        	      	         	          	
 	RNASE6         	CTSS           	                  	Directed        	      	         	          	
 	RNASE6         	IL18           	                  	Directed        	      	         	          	
 	IL8RB          	GPR109B        	                  	Directed        	      	         	          	
 	IL8RB          	KCNJ15         	                  	Directed        	      	         	          	
 	HDAC9          	NPAS4          	                  	Directed        	      	         	          	
 	ADAMTS9        	CRISPLD2       	                  	Directed        	      	         	          	
 	ADAMTS9        	LPL            	                  	Directed        	      	         	          	
 	ADAMTS9        	AF086069       	                  	Directed        	      	         	          	
 	ADAMTS9        	COL4A1         	                  	Directed        	      	         	          	
 	ADAMTS9        	TRPC4          	                  	Directed        	      	         	          	
 	ADAMTS9        	GPR44          	                  	Directed        	      	         	          	
 	ADAMTS9        	GADD45A        	                  	Directed        	      	         	          	
 	ADAMTS9        	PI15           	                  	Directed        	      	         	          	
 	ADAMTS9        	STC1           	                  	Directed        	      	         	          	
 	84281          	VCAN           	                  	Directed        	      	         	          	
 	Contig50272_RC 	150759         	                  	Directed        	      	         	          	
 	Contig50272_RC 	hCT1820165     	                  	Directed        	      	         	          	
 	Contig50272_RC 	hCT2255860     	                  	Directed        	      	         	          	
 	Contig50272_RC 	BX487921       	                  	Directed        	      	         	          	
 	SORCS3         	NRSN1          	                  	Directed        	      	         	          	
 	SORCS3         	TCEAL3         	                  	Directed        	      	         	          	
 	SORCS3         	ST6GAL2        	                  	Directed        	      	         	          	
 	SORCS3         	RASGRP1        	                  	Directed        	      	         	          	
 	AK094342       	NKAIN1         	                  	Directed        	      	         	          	
 	AK094342       	TSPAN15        	                  	Directed        	      	         	          	
 	STAT3          	TAP1           	                  	Directed        	      	         	          	
 	STAT3          	hCT2297346     	                  	Directed        	      	         	          	
 	STAT3          	MYD88          	                  	Directed        	      	         	          	
 	STAT3          	Contig47252_RC 	                  	Directed        	      	         	          	
 	STAT3          	Contig19205_RC 	                  	Directed        	      	         	          	
 	STAT3          	A4GALT         	                  	Directed        	      	         	          	
 	STAT3          	RELL1          	                  	Directed        	      	         	          	
 	STAT3          	EMILIN2        	                  	Directed        	      	         	          	
 	STAT3          	SLC39A1        	                  	Directed        	      	         	          	
 	730168         	MCM7           	                  	Directed        	      	         	          	
 	C6orf115       	DPP4           	                  	Directed        	      	         	          	
 	CHI3L1         	ACAN           	                  	Directed        	      	         	          	
 	DPP10          	FOXG1          	                  	Directed        	      	         	          	
 	DPP10          	KCTD16         	                  	Directed        	      	         	          	
 	DPP10          	LRP1B          	                  	Directed        	      	         	          	
 	DPP10          	GRIK2          	                  	Directed        	      	         	          	
 	DPP10          	ZNF25          	                  	Directed        	      	         	          	
 	DPP10          	AI962169       	                  	Directed        	      	         	          	
 	NT5E           	NOTCH2NL       	                  	Directed        	      	         	          	
 	NT5E           	ATP1A2         	                  	Directed        	      	         	          	
 	AK026743       	C21orf96       	                  	Directed        	      	         	          	
 	AJ001873       	TIMP4          	                  	Directed        	      	         	          	
 	AJ001873       	HSS00252899    	                  	Directed        	      	         	          	
 	AFAP1L1        	GJB2           	                  	Directed        	      	         	          	
 	AK022264       	AL832567       	                  	Directed        	      	         	          	
 	AK022264       	SATB1          	                  	Directed        	      	         	          	
 	AK022264       	HSS00105008    	                  	Directed        	      	         	          	
 	AK022264       	Contig33579_RC 	                  	Directed        	      	         	          	
 	AK022264       	NEDD4L         	                  	Directed        	      	         	          	
 	AK022264       	AK022141       	                  	Directed        	      	         	          	
 	AK022264       	AK057907       	                  	Directed        	      	         	          	
 	AK022264       	AK057822       	                  	Directed        	      	         	          	
 	AK022264       	AL833045       	                  	Directed        	      	         	          	
 	AK022264       	Contig34732_RC 	                  	Directed        	      	         	          	
 	IGF2BP2        	Contig43708_RC 	                  	Directed        	      	         	          	
 	IGF2BP2        	PTPN13         	                  	Directed        	      	         	          	
 	COMMD7         	XM_209625      	                  	Directed        	      	         	          	
 	COMMD7         	MEIS3P1        	                  	Directed        	      	         	          	
 	COMMD7         	HSS00143407    	                  	Directed        	      	         	          	
 	COMMD7         	HSS00264916    	                  	Directed        	      	         	          	
 	COMMD7         	HSS00063523    	                  	Directed        	      	         	          	
 	UBE2E4P        	ACP1           	                  	Directed        	      	         	          	
 	GABRA5         	SPHKAP         	                  	Directed        	      	         	          	
 	GABRA5         	AL512695       	                  	Directed        	      	         	          	
 	GABRA5         	Contig44271_RC 	                  	Directed        	      	         	          	
 	GABRA5         	MMD            	                  	Directed        	      	         	          	
 	GABRA5         	PLCH1          	                  	Directed        	      	         	          	
 	GABRA5         	GRIA3          	                  	Directed        	      	         	          	
 	GABRA5         	ERC2           	                  	Directed        	      	         	          	
 	WEE2           	OR5H14         	                  	Directed        	      	         	          	
 	WEE2           	731559         	                  	Directed        	      	         	          	
 	WEE2           	HSS00206815    	                  	Directed        	      	         	          	
 	WEE2           	CACNG4         	                  	Directed        	      	         	          	
 	WEE2           	Contig36928    	                  	Directed        	      	         	          	
 	WEE2           	hCT1654206.2   	                  	Directed        	      	         	          	
 	DMN            	S1PR3          	                  	Directed        	      	         	          	
 	ENST00000296548	ENST00000249376	                  	Directed        	      	         	          	
 	TUBA3C         	TUBA4A         	                  	Directed        	      	         	          	
 	TUBA3C         	TUBA1B         	                  	Directed        	      	         	          	
 	TUBA3C         	XM_173704      	                  	Directed        	      	         	          	
 	150568         	NCAPG          	                  	Directed        	      	         	          	
 	150568         	AK091058       	                  	Directed        	      	         	          	
 	285264         	KCNJ6          	                  	Directed        	      	         	          	
 	FADS1          	HSS00032809    	                  	Directed        	      	         	          	
 	TGFA           	CCDC88A        	                  	Directed        	      	         	          	
 	TGFA           	HSS00001975    	                  	Directed        	      	         	          	
 	TGFA           	154092         	                  	Directed        	      	         	          	
 	MS4A14         	AK057093       	                  	Directed        	      	         	          	
 	MS4A14         	HSS00085965    	                  	Directed        	      	         	          	
 	FH             	PDHB           	                  	Directed        	      	         	          	
 	FH             	TAF9           	                  	Directed        	      	         	          	
 	FH             	SEDLP          	                  	Directed        	      	         	          	
 	RAB26          	ADAM11         	                  	Directed        	      	         	          	
 	CCDC87         	KIF9           	                  	Directed        	      	         	          	
 	HK3            	SERPINA1       	                  	Directed        	      	         	          	
 	PKIA           	GDF10          	                  	Directed        	      	         	          	
 	ACSBG1         	PGAM2          	                  	Directed        	      	         	          	
 	ACSBG1         	FAM107A        	                  	Directed        	      	         	          	
 	RGS5           	SMOC2          	                  	Directed        	      	         	          	
 	RGS5           	POPDC3         	                  	Directed        	      	         	          	
 	285668         	C1orf101       	                  	Directed        	      	         	          	
 	285668         	hCT1815701     	                  	Directed        	      	         	          	
 	KIF25          	C6orf54        	                  	Directed        	      	         	          	
 	hCT2273679     	hCT2315444     	                  	Directed        	      	         	          	
 	hCT2273679     	OR7E91P        	                  	Directed        	      	         	          	
 	HSS00131072    	401145         	                  	Directed        	      	         	          	
 	ADM            	Contig63649_RC 	                  	Directed        	      	         	          	
 	ADM            	AL359337       	                  	Directed        	      	         	          	
 	ADM            	hCT2270866     	                  	Directed        	      	         	          	
 	ADM            	hCT1832239.2   	                  	Directed        	      	         	          	
 	PCTK2          	TMEFF1         	                  	Directed        	      	         	          	
 	PCTK2          	CEP170L        	                  	Directed        	      	         	          	
 	PCTK2          	HNRPDL         	                  	Directed        	      	         	          	
 	CD99           	CTSH           	                  	Directed        	      	         	          	
 	CD99           	ARRDC4         	                  	Directed        	      	         	          	
 	CD99           	TMEM176A       	                  	Directed        	      	         	          	
 	CD99           	NMB            	                  	Directed        	      	         	          	
 	CD99           	GALNTL2        	                  	Directed        	      	         	          	
 	CD99           	ANTXR1         	                  	Directed        	      	         	          	
 	GOT1           	GOT2           	                  	Directed        	      	         	          	
 	GOT1           	NEFL           	                  	Directed        	      	         	          	
 	GOT1           	MOAP1          	                  	Directed        	      	         	          	
 	GOT1           	COQ3           	                  	Directed        	      	         	          	
 	GOT1           	SLC25A4        	                  	Directed        	      	         	          	
 	GOT1           	ATP5B          	                  	Directed        	      	         	          	
 	HERC2P4        	C17orf78       	                  	Directed        	      	         	          	
 	HERC2P4        	BC039393       	                  	Directed        	      	         	          	
 	HERC2P4        	UGT2B10        	                  	Directed        	      	         	          	
 	HERC2P4        	643677         	                  	Directed        	      	         	          	
 	HERC2P4        	MMP21          	                  	Directed        	      	         	          	
 	HERC2P4        	AMAC1          	                  	Directed        	      	         	          	
 	HERC2P4        	FOXD4L3        	                  	Directed        	      	         	          	
 	HERC2P4        	Contig29822_RC 	                  	Directed        	      	         	          	
 	HERC2P4        	C21orf81       	                  	Directed        	      	         	          	
 	HERC2P4        	AK093362       	                  	Directed        	      	         	          	
 	HERC2P4        	hCT2271362     	                  	Directed        	      	         	          	
 	ATP6V1C1       	LPHN2          	                  	Directed        	      	         	          	
 	ATP6V1C1       	645641         	                  	Directed        	      	         	          	
 	ATP6V1C1       	RPE            	                  	Directed        	      	         	          	
 	ATP6V1C1       	TMEM56         	                  	Directed        	      	         	          	
 	hCT2300375     	HSG00501467    	                  	Directed        	      	         	          	
 	hCT2300375     	IGHM           	                  	Directed        	      	         	          	
 	GSG1           	401039         	                  	Directed        	      	         	          	
 	AF088019       	AF143880       	                  	Directed        	      	         	          	
 	AF088019       	DPYSL2         	                  	Directed        	      	         	          	
 	AF088019       	CD99           	                  	Directed        	      	         	          	
 	AK024558       	ARHGEF12       	                  	Directed        	      	         	          	
 	CLSTN1         	THY1           	                  	Directed        	      	         	          	
 	CLSTN1         	HSP90AB1       	                  	Directed        	      	         	          	
 	CLSTN1         	GNAS           	                  	Directed        	      	         	          	
 	ENST00000295608	XM_060828      	                  	Directed        	      	         	          	
 	ENST00000295608	ENST00000296973	                  	Directed        	      	         	          	
 	ENST00000295608	440917         	                  	Directed        	      	         	          	
 	ENST00000295608	HSG00513419    	                  	Directed        	      	         	          	
 	HSS00217042    	AK090912       	                  	Directed        	      	         	          	
 	KRT18          	IGF2BP2        	                  	Directed        	      	         	          	
 	HSS00040802    	348817         	                  	Directed        	      	         	          	
 	SLC6A1         	C20orf82       	                  	Directed        	      	         	          	
 	CNTN6          	DPP10          	                  	Directed        	      	         	          	
 	DUSP10         	SLC31A2        	                  	Directed        	      	         	          	
 	PRTFDC1        	C12orf39       	                  	Directed        	      	         	          	
 	PRTFDC1        	HSG00405532    	                  	Directed        	      	         	          	
 	PRTFDC1        	TAF9B          	                  	Directed        	      	         	          	
 	PRTFDC1        	Contig26616_RC 	                  	Directed        	      	         	          	
 	PRTFDC1        	ZMAT1          	                  	Directed        	      	         	          	
 	PRTFDC1        	LAP3           	                  	Directed        	      	         	          	
 	ZMAT1          	Contig40923_RC 	                  	Directed        	      	         	          	
 	CASC5          	HSS00082803    	                  	Directed        	      	         	          	
 	CASC5          	ASCL2          	                  	Directed        	      	         	          	
 	CASC5          	hCT1958604.1   	                  	Directed        	      	         	          	
 	CASC5          	G6PD           	                  	Directed        	      	         	          	
 	CASC5          	XM_212408      	                  	Directed        	      	         	          	
 	CHN1           	CADPS          	                  	Directed        	      	         	          	
 	CHN1           	MAP2           	                  	Directed        	      	         	          	
 	TMEM81         	346887         	                  	Directed        	      	         	          	
 	TMEM81         	AOC2           	                  	Directed        	      	         	          	
 	Contig51252    	PIPOX          	                  	Directed        	      	         	          	
 	Contig51252    	C4orf18        	                  	Directed        	      	         	          	
 	Contig51252    	ARSF           	                  	Directed        	      	         	          	
 	Contig51252    	CKMT2          	                  	Directed        	      	         	          	
 	Contig51252    	NT5E           	                  	Directed        	      	         	          	
 	KCNH5          	NFATC1         	                  	Directed        	      	         	          	
 	KCNH5          	Contig31872_RC 	                  	Directed        	      	         	          	
 	KCNH5          	CLEC4G         	                  	Directed        	      	         	          	
 	KCNH5          	PAQR9          	                  	Directed        	      	         	          	
 	IQWD1          	TSPYL5         	                  	Directed        	      	         	          	
 	CCNA2          	CENPA          	                  	Directed        	      	         	          	
 	GSTT1          	391322         	                  	Directed        	      	         	          	
 	GSTT1          	GSTT2          	                  	Directed        	      	         	          	
 	PTK2B          	SNCG           	                  	Directed        	      	         	          	
 	PTK2B          	EMILIN3        	                  	Directed        	      	         	          	
 	PTK2B          	NCDN           	                  	Directed        	      	         	          	
 	Contig26388_RC 	AP1S2          	                  	Directed        	      	         	          	
 	STOM           	LAMB3          	                  	Directed        	      	         	          	
 	STOM           	MRVI1          	                  	Directed        	      	         	          	
 	STOM           	IGFBP7         	                  	Directed        	      	         	          	
 	STOM           	MAOA           	                  	Directed        	      	         	          	
 	LGALS9         	CD74           	                  	Directed        	      	         	          	
 	SH2D2A         	ENPEP          	                  	Directed        	      	         	          	
 	IGHG3          	IGJ            	                  	Directed        	      	         	          	
 	IGHG3          	IGHG2          	                  	Directed        	      	         	          	
 	IGHG3          	hCT2300375     	                  	Directed        	      	         	          	
 	CLCN4          	KCNK1          	                  	Directed        	      	         	          	
 	CLCN4          	RAPGEF5        	                  	Directed        	      	         	          	
 	CLCN4          	ANK3           	                  	Directed        	      	         	          	
 	CLCN4          	POPDC3         	                  	Directed        	      	         	          	
 	CLCN4          	SERTAD4        	                  	Directed        	      	         	          	
 	CLCN4          	PLP2           	                  	Directed        	      	         	          	
 	CLCN4          	LMO2           	                  	Directed        	      	         	          	
 	KCNT2          	HDAC9          	                  	Directed        	      	         	          	
 	KCNT2          	hCT1816274.1   	                  	Directed        	      	         	          	
 	613126         	647121         	                  	Directed        	      	         	          	
 	PGM2L1         	CPNE4          	                  	Directed        	      	         	          	
 	PGM2L1         	CNIH3          	                  	Directed        	      	         	          	
 	MT1P3          	MT1M           	                  	Directed        	      	         	          	
 	TBX18          	CHMP4C         	                  	Directed        	      	         	          	
 	VDR            	IGFBP1         	                  	Directed        	      	         	          	
 	54715          	KCNA1          	                  	Directed        	      	         	          	
 	TPD52L1        	SLC39A12       	                  	Directed        	      	         	          	
 	TPD52L1        	EMX2OS         	                  	Directed        	      	         	          	
 	TPD52L1        	METTL7A        	                  	Directed        	      	         	          	
 	TPD52L1        	FAM107A        	                  	Directed        	      	         	          	
 	TPD52L1        	MAPK4          	                  	Directed        	      	         	          	
 	SCAMP1         	KRAS           	                  	Directed        	      	         	          	
 	GPR143         	NTSR2          	                  	Directed        	      	         	          	
 	GPR143         	HSS00130473    	                  	Directed        	      	         	          	
 	ENST00000296699	ENST00000297572	                  	Directed        	      	         	          	
 	NXN            	85027          	                  	Directed        	      	         	          	
 	NXN            	ZFHX3          	                  	Directed        	      	         	          	
 	NXN            	PCK1           	                  	Directed        	      	         	          	
 	NXN            	FAM38A         	                  	Directed        	      	         	          	
 	SPG20          	SBF2           	                  	Directed        	      	         	          	
 	SPG20          	AI869951_RC    	                  	Directed        	      	         	          	
 	SPG20          	LMF1           	                  	Directed        	      	         	          	
 	SPG20          	SFRS12         	                  	Directed        	      	         	          	
 	11341          	HRSP12         	                  	Directed        	      	         	          	
 	11341          	RGR            	                  	Directed        	      	         	          	
 	HSG00418083    	EYA3           	                  	Directed        	      	         	          	
 	HSG00418083    	CALCA          	                  	Directed        	      	         	          	
 	HSG00418083    	PSG1           	                  	Directed        	      	         	          	
 	HSG00418083    	ENST00000356048	                  	Directed        	      	         	          	
 	HSP90AA5P      	NUP50          	                  	Directed        	      	         	          	
 	HSP90AA5P      	ENST00000299294	                  	Directed        	      	         	          	
 	RSE_00000203274	A26C2          	                  	Directed        	      	         	          	
 	RSE_00000203274	SORBS1         	                  	Directed        	      	         	          	
 	RSE_00000203274	ENST00000297378	                  	Directed        	      	         	          	
 	RSE_00000203274	XM_210231      	                  	Directed        	      	         	          	
 	RSE_00000203274	RSE_00000584010	                  	Directed        	      	         	          	
 	GPR34          	IRF8           	                  	Directed        	      	         	          	
 	GPR34          	CYBB           	                  	Directed        	      	         	          	
 	GPR34          	FAM105A        	                  	Directed        	      	         	          	
 	AK025799       	AK024099       	                  	Directed        	      	         	          	
 	AK025799       	AL080095       	                  	Directed        	      	         	          	
 	AK025799       	Contig5403_RC  	                  	Directed        	      	         	          	
 	AK025799       	AL117426       	                  	Directed        	      	         	          	
 	AK025799       	HSS00048903    	                  	Directed        	      	         	          	
 	375295         	Contig35596_RC 	                  	Directed        	      	         	          	
 	375295         	DGCR10         	                  	Directed        	      	         	          	
 	TUBB4Q         	HSG00410823    	                  	Directed        	      	         	          	
 	TUBB4Q         	LSS            	                  	Directed        	      	         	          	
 	YES1           	KTN1           	                  	Directed        	      	         	          	
 	AK024121       	Contig33039_RC 	                  	Directed        	      	         	          	
 	AK024121       	Contig21200_RC 	                  	Directed        	      	         	          	
 	AK024121       	MAP7D3         	                  	Directed        	      	         	          	
 	EEF1A2         	TMEM178        	                  	Directed        	      	         	          	
 	EEF1A2         	KCNQ2          	                  	Directed        	      	         	          	
 	EEF1A2         	EFNA5          	                  	Directed        	      	         	          	
 	EEF1A2         	PRRT1          	                  	Directed        	      	         	          	
 	BCKDHB         	SLC28A2        	                  	Directed        	      	         	          	
 	XM_097480      	729970         	                  	Directed        	      	         	          	
 	NFE2L2         	ZC3HAV1        	                  	Directed        	      	         	          	
 	NFE2L2         	BAZ1A          	                  	Directed        	      	         	          	
 	NFE2L2         	NEDD1          	                  	Directed        	      	         	          	
 	NFE2L2         	FBXO30         	                  	Directed        	      	         	          	
 	NFE2L2         	ABHD5          	                  	Directed        	      	         	          	
 	NFE2L2         	TIPARP         	                  	Directed        	      	         	          	
 	FZD2           	LTBP2          	                  	Directed        	      	         	          	
 	THRA           	XM_210331      	                  	Directed        	      	         	          	
 	THRA           	OGFOD2         	                  	Directed        	      	         	          	
 	THRA           	AK1            	                  	Directed        	      	         	          	
 	U87229         	HES7           	                  	Directed        	      	         	          	
 	U87229         	ECEL1P2        	                  	Directed        	      	         	          	
 	TTC33          	Contig40015_RC 	                  	Directed        	      	         	          	
 	TTC33          	Contig43481_RC 	                  	Directed        	      	         	          	
 	COL6A2         	MRC2           	                  	Directed        	      	         	          	
 	COL6A2         	RARRES2        	                  	Directed        	      	         	          	
 	COL6A2         	284542         	                  	Directed        	      	         	          	
 	COL6A2         	LTBP2          	                  	Directed        	      	         	          	
 	COL6A2         	FMOD           	                  	Directed        	      	         	          	
 	COL6A2         	388630         	                  	Directed        	      	         	          	
 	RP13-102H20.1  	KCNE1L         	                  	Directed        	      	         	          	
 	BC017428       	HSG00455700    	                  	Directed        	      	         	          	
 	BC017428       	HSS00217042    	                  	Directed        	      	         	          	
 	BC017428       	ATP11C         	                  	Directed        	      	         	          	
 	PEAR1          	NEDD9          	                  	Directed        	      	         	          	
 	PEAR1          	RBPMS          	                  	Directed        	      	         	          	
 	PEAR1          	TIMP3          	                  	Directed        	      	         	          	
 	PEAR1          	GIMAP5         	                  	Directed        	      	         	          	
 	PEAR1          	FOXD1          	                  	Directed        	      	         	          	
 	PEAR1          	PDGFRB         	                  	Directed        	      	         	          	
 	PEAR1          	C1orf78        	                  	Directed        	      	         	          	
 	VCAN           	Contig32322_RC 	                  	Directed        	      	         	          	
 	SRD5A3         	SERTAD4        	                  	Directed        	      	         	          	
 	SRD5A3         	DYNLRB2        	                  	Directed        	      	         	          	
 	hCT1783331.1   	338611         	                  	Directed        	      	         	          	
 	Contig16329_RC 	DUSP8          	                  	Directed        	      	         	          	
